_id,user,sequence
ObjectId(575d73f61e838700114d5e83),"","[{""$oid"":""575c15557fac120005687472""},{""$oid"":""575c15557fac120005687467""},{""$oid"":""575c15557fac120005687460""},{""$oid"":""575c15557fac120005687454""},{""$oid"":""575c15557fac12000568746b""},{""$oid"":""575c15557fac120005687469""}]"
ObjectId(575d73f61e838700114d5e84),"","[{""$oid"":""575c15557fac12000568744d""},{""$oid"":""575c15557fac120005687465""},{""$oid"":""575c15557fac120005687471""},{""$oid"":""575c15557fac120005687473""},{""$oid"":""575c15557fac120005687453""},{""$oid"":""575c15557fac120005687478""}]"
ObjectId(575d73f61e838700114d5e85),"","[{""$oid"":""575c15557fac120005687452""},{""$oid"":""575c15557fac12000568745d""},{""$oid"":""575c6666cb4d3f00055cca43""},{""$oid"":""575c15557fac12000568745b""},{""$oid"":""575c15557fac12000568745c""},{""$oid"":""575c15557fac120005687458""}]"
ObjectId(575d73f61e838700114d5e86),"","[{""$oid"":""575c15557fac12000568746e""},{""$oid"":""575c15557fac12000568744e""},{""$oid"":""575c15557fac12000568745e""},{""$oid"":""575c15557fac12000568744f""},{""$oid"":""575c15557fac120005687459""},{""$oid"":""575c15557fac120005687466""}]"
ObjectId(575d73f61e838700114d5e87),"","[{""$oid"":""575c15557fac12000568746c""},{""$oid"":""575c15557fac120005687457""},{""$oid"":""575c15557fac12000568746a""},{""$oid"":""575c15557fac12000568746f""},{""$oid"":""575c15547fac12000568744b""},{""$oid"":""575c15557fac12000568745a""}]"
ObjectId(575d73f61e838700114d5e88),"","[{""$oid"":""575c15557fac12000568747b""},{""$oid"":""575c15557fac120005687462""},{""$oid"":""575c15557fac120005687470""},{""$oid"":""575c15557fac12000568747a""},{""$oid"":""575c15557fac120005687451""},{""$oid"":""575c15557fac12000568746d""}]"
ObjectId(575d73f61e838700114d5e89),"","[{""$oid"":""575c15547fac12000568744c""},{""$oid"":""575c15557fac120005687477""},{""$oid"":""575c15557fac120005687479""},{""$oid"":""575c15557fac120005687463""},{""$oid"":""575c6666cb4d3f00055cca42""},{""$oid"":""575c15557fac12000568747c""}]"
ObjectId(575d73f61e838700114d5e8a),"","[{""$oid"":""575c15557fac120005687461""},{""$oid"":""575c15557fac120005687464""},{""$oid"":""575c15557fac120005687450""},{""$oid"":""575c15557fac120005687475""},{""$oid"":""575c15557fac120005687468""},{""$oid"":""575c15557fac120005687476""}]"
ObjectId(575d73f71e838700114d5e8b),"","[{""$oid"":""575c15557fac120005687474""},{""$oid"":""575c15557fac12000568745f""},{""$oid"":""575c15557fac120005687472""},{""$oid"":""575c15557fac120005687467""},{""$oid"":""575c15557fac120005687460""},{""$oid"":""575c15557fac120005687454""}]"
ObjectId(575d73f71e838700114d5e8c),"","[{""$oid"":""575c15557fac12000568746b""},{""$oid"":""575c15557fac120005687469""},{""$oid"":""575c15557fac12000568744d""},{""$oid"":""575c15557fac120005687465""},{""$oid"":""575c15557fac120005687471""},{""$oid"":""575c15557fac120005687473""}]"
ObjectId(575d73f71e838700114d5e8d),"","[{""$oid"":""575c15557fac120005687453""},{""$oid"":""575c15557fac120005687478""},{""$oid"":""575c15557fac120005687452""},{""$oid"":""575c15557fac12000568745d""},{""$oid"":""575c6666cb4d3f00055cca43""},{""$oid"":""575c15557fac12000568745b""}]"
ObjectId(575d73f71e838700114d5e8e),"","[{""$oid"":""575c15557fac12000568745c""},{""$oid"":""575c15557fac120005687458""},{""$oid"":""575c15557fac12000568746e""},{""$oid"":""575c15557fac12000568744e""},{""$oid"":""575c15557fac12000568745e""},{""$oid"":""575c15557fac12000568744f""}]"
ObjectId(575d73f71e838700114d5e8f),"","[{""$oid"":""575c15557fac120005687459""},{""$oid"":""575c15557fac120005687466""},{""$oid"":""575c15557fac12000568746c""},{""$oid"":""575c15557fac120005687457""},{""$oid"":""575c15557fac12000568746a""},{""$oid"":""575c15557fac12000568746f""}]"
ObjectId(575d73f71e838700114d5e90),"","[{""$oid"":""575c15547fac12000568744b""},{""$oid"":""575c15557fac12000568745a""},{""$oid"":""575c15557fac12000568747b""},{""$oid"":""575c15557fac120005687462""},{""$oid"":""575c15557fac120005687470""},{""$oid"":""575c15557fac12000568747a""}]"
ObjectId(575d73fc1e838700114d5e91),"","[{""$oid"":""575c15557fac120005687451""},{""$oid"":""575c15557fac12000568746d""},{""$oid"":""575c15547fac12000568744c""},{""$oid"":""575c15557fac120005687477""},{""$oid"":""575c15557fac120005687479""},{""$oid"":""575c15557fac120005687463""}]"
ObjectId(575d73fc1e838700114d5e92),"","[{""$oid"":""575c6666cb4d3f00055cca42""},{""$oid"":""575c15557fac12000568747c""},{""$oid"":""575c15557fac120005687461""},{""$oid"":""575c15557fac120005687464""},{""$oid"":""575c15557fac120005687450""},{""$oid"":""575c15557fac120005687475""}]"
ObjectId(575d73fc1e838700114d5e93),"","[{""$oid"":""575c15557fac120005687468""},{""$oid"":""575c15557fac120005687476""},{""$oid"":""575c15557fac120005687474""},{""$oid"":""575c15557fac12000568745f""},{""$oid"":""575c15557fac120005687472""},{""$oid"":""575c15557fac120005687467""}]"
ObjectId(575d73fc1e838700114d5e94),"","[{""$oid"":""575c15557fac120005687460""},{""$oid"":""575c15557fac120005687454""},{""$oid"":""575c15557fac12000568746b""},{""$oid"":""575c15557fac120005687469""},{""$oid"":""575c15557fac12000568744d""},{""$oid"":""575c15557fac120005687465""}]"
ObjectId(575d73fc1e838700114d5e95),"","[{""$oid"":""575c15557fac120005687471""},{""$oid"":""575c15557fac120005687473""},{""$oid"":""575c15557fac120005687453""},{""$oid"":""575c15557fac120005687478""},{""$oid"":""575c15557fac120005687452""},{""$oid"":""575c15557fac12000568745d""}]"
ObjectId(575d73fc1e838700114d5e96),"","[{""$oid"":""575c6666cb4d3f00055cca43""},{""$oid"":""575c15557fac12000568745b""},{""$oid"":""575c15557fac12000568745c""},{""$oid"":""575c15557fac120005687458""},{""$oid"":""575c15557fac12000568746e""},{""$oid"":""575c15557fac12000568744e""}]"
ObjectId(575d73fc1e838700114d5e97),"","[{""$oid"":""575c15557fac12000568745e""},{""$oid"":""575c15557fac12000568744f""},{""$oid"":""575c15557fac120005687459""},{""$oid"":""575c15557fac120005687466""},{""$oid"":""575c15557fac12000568746c""},{""$oid"":""575c15557fac120005687457""}]"
ObjectId(575d73fc1e838700114d5e98),"","[{""$oid"":""575c15557fac12000568746a""},{""$oid"":""575c15557fac12000568746f""},{""$oid"":""575c15547fac12000568744b""},{""$oid"":""575c15557fac12000568745a""},{""$oid"":""575c15557fac12000568747b""},{""$oid"":""575c15557fac120005687462""}]"
ObjectId(575d73fc1e838700114d5e99),"","[{""$oid"":""575c15557fac120005687470""},{""$oid"":""575c15557fac12000568747a""},{""$oid"":""575c15557fac120005687451""},{""$oid"":""575c15557fac12000568746d""},{""$oid"":""575c15547fac12000568744c""},{""$oid"":""575c15557fac120005687477""}]"
ObjectId(575d73fc1e838700114d5e9a),"","[{""$oid"":""575c15557fac120005687479""},{""$oid"":""575c15557fac120005687463""},{""$oid"":""575c6666cb4d3f00055cca42""},{""$oid"":""575c15557fac12000568747c""},{""$oid"":""575c15557fac120005687461""},{""$oid"":""575c15557fac120005687464""}]"
ObjectId(575d73fc1e838700114d5e9b),"","[{""$oid"":""575c15557fac120005687450""},{""$oid"":""575c15557fac120005687475""},{""$oid"":""575c15557fac120005687468""},{""$oid"":""575c15557fac120005687476""},{""$oid"":""575c15557fac120005687474""},{""$oid"":""575c15557fac12000568745f""}]"
ObjectId(575d73fc1e838700114d5e9c),"","[{""$oid"":""575c15557fac120005687472""},{""$oid"":""575c15557fac120005687467""},{""$oid"":""575c15557fac120005687460""},{""$oid"":""575c15557fac120005687454""},{""$oid"":""575c15557fac12000568746b""},{""$oid"":""575c15557fac120005687469""}]"
ObjectId(575d73fc1e838700114d5e9d),"","[{""$oid"":""575c15557fac12000568744d""},{""$oid"":""575c15557fac120005687465""},{""$oid"":""575c15557fac120005687471""},{""$oid"":""575c15557fac120005687473""},{""$oid"":""575c15557fac120005687453""},{""$oid"":""575c15557fac120005687478""}]"
ObjectId(575d73fc1e838700114d5e9e),"","[{""$oid"":""575c15557fac120005687452""},{""$oid"":""575c15557fac12000568745d""},{""$oid"":""575c6666cb4d3f00055cca43""},{""$oid"":""575c15557fac12000568745b""},{""$oid"":""575c15557fac12000568745c""},{""$oid"":""575c15557fac120005687458""}]"
ObjectId(575d73fc1e838700114d5e9f),"","[{""$oid"":""575c15557fac12000568746e""},{""$oid"":""575c15557fac12000568744e""},{""$oid"":""575c15557fac12000568745e""},{""$oid"":""575c15557fac12000568744f""},{""$oid"":""575c15557fac120005687459""},{""$oid"":""575c15557fac120005687466""}]"
ObjectId(575d73fc1e838700114d5ea0),"","[{""$oid"":""575c15557fac12000568746c""},{""$oid"":""575c15557fac120005687457""},{""$oid"":""575c15557fac12000568746a""},{""$oid"":""575c15557fac12000568746f""},{""$oid"":""575c15547fac12000568744b""},{""$oid"":""575c15557fac12000568745a""}]"
ObjectId(575d74011e838700114d5ea1),"","[{""$oid"":""575c15557fac12000568747b""},{""$oid"":""575c15557fac120005687462""},{""$oid"":""575c15557fac120005687470""},{""$oid"":""575c15557fac12000568747a""},{""$oid"":""575c15557fac120005687451""},{""$oid"":""575c15557fac12000568746d""}]"
ObjectId(575d74011e838700114d5ea2),"","[{""$oid"":""575c15547fac12000568744c""},{""$oid"":""575c15557fac120005687477""},{""$oid"":""575c15557fac120005687479""},{""$oid"":""575c15557fac120005687463""},{""$oid"":""575c6666cb4d3f00055cca42""},{""$oid"":""575c15557fac12000568747c""}]"
ObjectId(575d74011e838700114d5ea3),"","[{""$oid"":""575c15557fac120005687461""},{""$oid"":""575c15557fac120005687464""},{""$oid"":""575c15557fac120005687450""},{""$oid"":""575c15557fac120005687475""},{""$oid"":""575c15557fac120005687468""},{""$oid"":""575c15557fac120005687476""}]"
ObjectId(575d74011e838700114d5ea4),"","[{""$oid"":""575c15557fac120005687474""},{""$oid"":""575c15557fac12000568745f""},{""$oid"":""575c15557fac120005687472""},{""$oid"":""575c15557fac120005687467""},{""$oid"":""575c15557fac120005687460""},{""$oid"":""575c15557fac120005687454""}]"
ObjectId(575d74011e838700114d5ea5),"","[{""$oid"":""575c15557fac12000568746b""},{""$oid"":""575c15557fac120005687469""},{""$oid"":""575c15557fac12000568744d""},{""$oid"":""575c15557fac120005687465""},{""$oid"":""575c15557fac120005687471""},{""$oid"":""575c15557fac120005687473""}]"
ObjectId(575d74011e838700114d5ea6),"","[{""$oid"":""575c15557fac120005687453""},{""$oid"":""575c15557fac120005687478""},{""$oid"":""575c15557fac120005687452""},{""$oid"":""575c15557fac12000568745d""},{""$oid"":""575c6666cb4d3f00055cca43""},{""$oid"":""575c15557fac12000568745b""}]"
ObjectId(575d74011e838700114d5ea7),"","[{""$oid"":""575c15557fac12000568745c""},{""$oid"":""575c15557fac120005687458""},{""$oid"":""575c15557fac12000568746e""},{""$oid"":""575c15557fac12000568744e""},{""$oid"":""575c15557fac12000568745e""},{""$oid"":""575c15557fac12000568744f""}]"
ObjectId(575d74011e838700114d5ea8),"","[{""$oid"":""575c15557fac120005687459""},{""$oid"":""575c15557fac120005687466""},{""$oid"":""575c15557fac12000568746c""},{""$oid"":""575c15557fac120005687457""},{""$oid"":""575c15557fac12000568746a""},{""$oid"":""575c15557fac12000568746f""}]"
ObjectId(575d74021e838700114d5ea9),"","[{""$oid"":""575c15547fac12000568744b""},{""$oid"":""575c15557fac12000568745a""},{""$oid"":""575c15557fac12000568747b""},{""$oid"":""575c15557fac120005687462""},{""$oid"":""575c15557fac120005687470""},{""$oid"":""575c15557fac12000568747a""}]"
ObjectId(575d74021e838700114d5eaa),"","[{""$oid"":""575c15557fac120005687451""},{""$oid"":""575c15557fac12000568746d""},{""$oid"":""575c15547fac12000568744c""},{""$oid"":""575c15557fac120005687477""},{""$oid"":""575c15557fac120005687479""},{""$oid"":""575c15557fac120005687463""}]"
ObjectId(575d74021e838700114d5eab),"","[{""$oid"":""575c6666cb4d3f00055cca42""},{""$oid"":""575c15557fac12000568747c""},{""$oid"":""575c15557fac120005687461""},{""$oid"":""575c15557fac120005687464""},{""$oid"":""575c15557fac120005687450""},{""$oid"":""575c15557fac120005687475""}]"
