_id,user,sequence
ObjectId(576b0e6d2e782e00057652dd),"","[{""$oid"":""575c15557fac120005687473""},{""$oid"":""575c15557fac120005687475""},{""$oid"":""575c15557fac12000568746c""},{""$oid"":""575c15547fac12000568744c""},{""$oid"":""575c15557fac120005687450""},{""$oid"":""575c15557fac12000568746a""}]"
ObjectId(576b0e6d2e782e00057652de),"","[{""$oid"":""575c15557fac120005687477""},{""$oid"":""575c15557fac120005687451""},{""$oid"":""575c15557fac120005687476""},{""$oid"":""575c15557fac120005687468""},{""$oid"":""575c15557fac12000568745d""},{""$oid"":""575c15557fac120005687452""}]"
ObjectId(576b0e6d2e782e00057652df),"","[{""$oid"":""575c15557fac12000568745e""},{""$oid"":""575c15557fac120005687453""},{""$oid"":""575c15557fac12000568745f""},{""$oid"":""575c15557fac12000568746e""},{""$oid"":""575c15557fac120005687476""},{""$oid"":""575c15557fac12000568747b""}]"
ObjectId(576b0e6d2e782e00057652e0),"","[{""$oid"":""575c15557fac120005687470""},{""$oid"":""575c15557fac120005687450""},{""$oid"":""575c15557fac120005687454""},{""$oid"":""575c6666cb4d3f00055cca43""},{""$oid"":""575c15557fac12000568745c""},{""$oid"":""575c15557fac12000568745a""}]"
ObjectId(576b0e6e2e782e00057652e1),"","[{""$oid"":""575c15557fac120005687459""},{""$oid"":""575c15557fac120005687472""},{""$oid"":""575c15557fac12000568746d""},{""$oid"":""575c15557fac12000568746a""},{""$oid"":""575c15557fac120005687467""},{""$oid"":""575c15557fac12000568746c""}]"
ObjectId(576b0e6e2e782e00057652e2),"","[{""$oid"":""575c15557fac120005687468""},{""$oid"":""575c15557fac120005687463""},{""$oid"":""575c15557fac120005687462""},{""$oid"":""575c15557fac120005687471""},{""$oid"":""575c15557fac120005687466""},{""$oid"":""575c15557fac12000568746e""}]"
ObjectId(576b0e6e2e782e00057652e3),"","[{""$oid"":""575c6666cb4d3f00055cca42""},{""$oid"":""575c15557fac12000568744d""},{""$oid"":""575c15557fac120005687474""},{""$oid"":""575c15557fac120005687452""},{""$oid"":""575c15557fac120005687464""},{""$oid"":""575c15547fac12000568744c""}]"
ObjectId(576b0e6e2e782e00057652e4),"","[{""$oid"":""575c15557fac120005687465""},{""$oid"":""575c15557fac120005687458""},{""$oid"":""575c15557fac120005687473""},{""$oid"":""575c15557fac120005687479""},{""$oid"":""575c15557fac120005687453""},{""$oid"":""575c15557fac120005687460""}]"
ObjectId(576b0e6e2e782e00057652e5),"","[{""$oid"":""575c15557fac12000568746b""},{""$oid"":""575c15557fac12000568745f""},{""$oid"":""575c15557fac120005687475""},{""$oid"":""575c15557fac12000568746f""},{""$oid"":""575c15557fac12000568747c""},{""$oid"":""575c15557fac12000568745d""}]"
ObjectId(576b0e6e2e782e00057652e6),"","[{""$oid"":""575c15557fac120005687477""},{""$oid"":""575c15557fac120005687469""},{""$oid"":""575c15557fac12000568745e""},{""$oid"":""575c15557fac120005687478""},{""$oid"":""575c15557fac12000568744f""},{""$oid"":""575c15557fac12000568747a""}]"
ObjectId(576b0e6e2e782e00057652e7),"","[{""$oid"":""575c15547fac12000568744b""},{""$oid"":""575c15557fac12000568745b""},{""$oid"":""575c15557fac120005687451""},{""$oid"":""575c15557fac12000568744e""},{""$oid"":""575c15557fac120005687461""},{""$oid"":""575c15557fac120005687457""}]"
